Feature                 Score_(R^2)_Left    Score_(R^2)_Right    Score_(LASSO)_Left    Score_(LASSO)_Right    Score_(R^1)_Left    Score_(R^1)_Right    R1_Left    R1_Right    R2_Left    R2_Right    Coef_Left    Coef_Right    explained_variance_left    explained_variance_right    max_error_left    max_error_right    mean_absolute_error_left    mean_absolute_error_right    mean_squared_error_left    mean_squared_error_right    median_absolute_error_left    median_absolute_error_right    mean_absolute_percentage_error_left    mean_absolute_percentage_error_right    mean_pinball_loss_left    mean_pinball_loss_right    d2_pinball_score_left    d2_pinball_score_right    d2_absolute_error_score_left    d2_absolute_error_score_right
E9_RTP                       0.00697444           3.71422e-06           0.00516359             0                  -3.51814e+16         -1.4371e+16     28.0757     28.0878    1055.36     1059.01  0.0036803     7.9805e-05                 0.00697444                  3.71422e-06          2.63104             2.34043                    0.781183                     0.757864                   1.02836                     0.914371                      0.579283                       0.610919                            1.07428                                 1.49027                     0.390591                    0.378932             -0.130391                 -0.148148                        0.0111202                        0.000328963
E9_SPEC_MOM                  0.00010701           0.0119291             0                      0.00962968         -3.76683e+16         -3.36823e+16    28.1127     28.1811    1059.06     1065.57  0.000485566   0.00427133                 0.00010701                  0.0119291            3.51166             2.58344                    0.836404                     0.747897                   1.17478                     0.805818                      0.702518                       0.701049                            0.975379                                1.03786                     0.418202                    0.373948             -0.217475                 -0.247294                       -0.0135996                       -0.0131325
E9_SPEC_EDGE                 0.0121689            0.0180216             0.00998713             0.0156425          -5.99153e+16         -1.2301e+17     28.0104     28.1854    1053.21     1066.09  0.00442889    0.00516127                 0.0121689                   0.0180216            2.73518             2.69148                    0.706768                     0.682843                   0.849089                    0.774022                      0.594178                       0.574403                            1.16645                                 1.29501                     0.353384                    0.341421             -0.239649                 -0.160287                        0.0170864                        0.0133914
E9_SPEC_ENT                  0.0225438            0.0201941             0.0208203              0.017198         -inf                   -1.56685e+16    27.9484     28.1851    1048.43     1066.14  0.00678227    0.00486856                 0.0225438                   0.0201941            4.03082             2.48224                    0.721379                     0.608845                   1.06353                     0.613264                      0.490459                       0.510232                            3.49881                                 1.71408                     0.360689                    0.304422             -0.0844769                -0.0897729                      -0.00351501                      -0.00471622
E9_SLOPE                     0.0437378            0.102567              0.0417814              0.0996238          -4.09008e+16         -1.46894e+16    27.9199     28.3067    1046.07     1075.08  0.00886687    0.0110698                  0.0437378                   0.102567             4.18315             2.35241                    0.681135                     0.570799                   0.916625                    0.571742                      0.474231                       0.429224                            1.53447                                 4.0379                      0.340567                    0.2854               -0.0782636                -0.0713983                       0.010723                         0.0658492
E9_INTERCEPT                 0.0287649            0.0798872             0.0265423              0.0774717          -2.37034e+16         -1.79837e+16    27.9596     28.3337    1048.86     1075.18  0.00674642    0.0107846                  0.0287649                   0.0798872            2.82075             2.44006                    0.657902                     0.648892                   0.819483                    0.714339                      0.492527                       0.462131                            1.31077                                 1.62578                     0.328951                    0.324446             -0.0781399                -0.0205573                       0.0139825                        0.0423825
E9_MEAN_FREQ                 0.0325913            0.034752              0.030463               0.0334011          -3.27829e+16         -1.28711e+17    27.9454     28.313     1048.31     1076.14  0.00733837    0.00951126                 0.0325913                   0.034752             3.09366             6.42555                    0.636936                     0.714488                   0.852389                    1.33988                       0.458884                       0.550903                            1.43781                                 2.53742                     0.318468                    0.357244              0.031028                 -0.0671613                      -0.00891231                      -0.113272
E9_OCC_BAND                  0.0135871            0.01525               0.0119392              0.012981           -2.12185e+16       -inf              27.9976     28.2559    1051.78     1069.16  0.00538489    0.00486168                 0.0135871                   0.01525              3.89038             3.36381                    0.824505                     0.725816                   1.12258                     0.813881                      0.687814                       0.667385                            1.13495                                 1.12494                     0.412253                    0.362908             -0.0196467                -0.110232                       -0.0311125                       -0.0142813
E9_POWER_BAND                0.0144639            0.0183038             0.00421717             0.0144847          -1.52638e+16         -5.82217e+16    28.1118     28.2443    1060.48     1070.56  0.00222802    0.00410547                 0.0144639                   0.0183038            2.73918             5.23962                    0.254193                     0.323196                   0.180367                    0.48205                       0.159492                       0.172879                           10.4949                                  1.2737                      0.127097                    0.161598              0.0225881                 0.0190041                      -0.0259636                       -0.024206
E9_WLT_ENT                   0.000871203          0.0121698             0                      0.00980126         -1.76069e+16         -3.514e+16      28.1091     28.2244    1060.6      1069.21  0.00118807    0.00425076                 0.000871203                 0.0121698            4.2586              4.25711                    0.684167                     0.585199                   0.86321                     0.782098                      0.589561                       0.424159                            1.22626                                 0.99654                     0.342084                    0.292599             -0.0431434                 0.0042417                      -0.0349159                       -0.0249821
E9_KURT                      0.00213495           0.00417216            0                      0.00205119         -4.49545e+16         -3.01431e+16    28.0972     28.19      1059.27     1066.67  0.0016495     0.00263016                 0.00213495                  0.00417216           2.40621             4.55658                    0.623869                     0.669312                   0.678138                    0.880477                      0.442881                       0.530513                            0.998573                                1.0412                      0.311934                    0.334656             -0.0105448                -0.0368935                      -0.0267582                       -0.0421161
E9_SKEW                      0.0106136            0.0312019             0.0079933              0.0298442          -5.01493e+16         -4.1869e+16     28.0419     28.3107    1055.47     1075.97  0.00377418    0.00898996                 0.0106136                   0.0312019            2.92658             6.58106                    0.556769                     0.697259                   0.708075                    1.33813                       0.36903                        0.437647                            0.806809                                1.18888                     0.278384                    0.348629              0.0182064                -0.0583826                      -0.0374338                       -0.148424
E9_VAR                       0.053509             0.000600557           0.0497222              0                  -1.98121e+16         -1.17869e+16    28.0106     28.1749    1052.35     1065.48  0.00704935    0.000916282                0.053509                    0.000600557          3.02004             5.35574                    0.439916                     0.523443                   0.468725                    0.745031                      0.223891                       0.391912                            3.19387                                 1.17541                     0.219958                    0.261721              0.0241693                -0.0296608                       0.00932979                      -0.0241673
E9_STD                       0.0183685            0.0171032             0.0160924              0.0134653          -9.89053e+15         -1.75732e+16    28.0208     28.2311    1053.98     1069.58  0.00532732    0.00406612                 0.0183685                   0.0171032            7.47641             5.38109                    0.329421                     0.292653                   0.808767                    0.506666                      0.145763                       0.133039                            0.706232                                1.96115                     0.16471                     0.146326              0.0166384                -0.0129717                      -0.090348                        -0.0802714
E9_LOG_ENE_ENT               0.0112692            0.018253              0.00789379             0.0145683          -1.51982e+16         -5.51017e+15    28.0656     28.2412    1057.2      1070.34  0.0034265     0.0041738                  0.0112692                   0.018253             5.89166             5.297                      0.337468                     0.305876                   0.549308                    0.499643                      0.221598                       0.14122                             1.022                                   0.936856                    0.168734                    0.152938              0.015212                  0.0161891                      -0.0501912                       -0.0101858
E9_BETA_ALPHA_RATIO          0.0123308            0.0136397             0.00916518             0.0101136          -5.87902e+15         -9.61104e+15    28.0651     28.2275    1057.18     1069.32  0.00370115    0.00368831                 0.0123308                   0.0136397            6.06896             5.42456                    0.326351                     0.320112                   0.585093                    0.524588                      0.220561                       0.163957                            0.78884                                 0.786552                    0.163176                    0.160056             -0.00922566                0.000842042                    -0.0978596                       -0.0485833
E9_BP_THETA                  0.00402916           0.0706868             0.0015106              0.0680942          -3.59669e+16         -1.83293e+16    28.1318     28.4142    1058.66     1079.02  0.00237192    0.00979205                 0.00402916                  0.0706868            4.75706             5.37072                    0.399313                     0.406991                   0.741588                    0.672205                      0.231309                       0.229805                            0.820513                                1.1374                      0.199656                    0.203496              0.0176008                 0.0124306                      -0.0655349                       -0.0735511
E10_BP_15.5_18.5             0.0420102            0.0327268             0.0401197              0.0310975          -2.22589e+16         -2.29272e+16    27.9194     28.2912    1046.29     1074.38  0.00884011    0.00840475                 0.0420102                   0.0327268            3.41911             5.23023                    0.74137                      0.763628                   0.950282                    1.11334                       0.542376                       0.663497                            1.93838                                 1.38525                     0.370685                    0.381814             -0.0646591                -0.118188                        0.038063                        -0.0180102
E10_BP_8_10.5                0.0153104            0.0213606             0.0135441              0.019295           -2.98257e+16         -1.77706e+16    28.0035     28.2732    1051.67     1070.82  0.00552123    0.00603055                 0.0153104                   0.0213606            2.70039             2.43228                    0.827829                     0.789172                   1.04548                     0.888494                      0.654259                       0.718699                            1.23312                                 1.15963                     0.413915                    0.394586             -0.0869171                -0.218611                        0.011987                         0.00369284
E10_BP_10_15.5               0.0207253            0.0207995             0.0142545              0.017107           -8.39138e+15         -1.87158e+16    28.0913     28.2577    1059.01     1071.57  0.00335614    0.00445081                 0.0207253                   0.0207995            2.70313             4.32466                    0.372652                     0.415575                   0.283802                    0.497313                      0.248677                       0.276659                            1.38018                                 1.44683                     0.186326                    0.207787              0.000464223               0.0127737                      -0.0113219                       -0.00204569
E10_BP_17.5_20.5             0.00349874           0.0196246             0.00156894             0.0171822          -9.32167e+15         -2.95193e+16    28.087      28.2463    1059.01     1070.84  0.00252504    0.0053157                  0.00349874                  0.0196246            3.18856             2.97134                    0.802058                     0.655461                   0.968355                    0.75274                       0.74035                        0.456571                            1.5417                                  1.80238                     0.401029                    0.327731             -0.134678                 -0.0621739                      -0.000393681                      0.0135191
E10_BP_12.5_30               0.00360612           0.00227256            0.00123101             0.000470282        -4.31796e+16       -inf              28.0841     28.1812    1058.22     1066.09  0.00231072    0.00210579                 0.00360612                  0.00227256           1.97259             3.87101                    0.719084                     0.768054                   0.786715                    1.03815                       0.615959                       0.6656                              1.18166                                 1.05886                     0.359542                    0.384027             -0.10484                  -0.0963123                      -0.00156855                      -0.000641278
E10_RTP                      0.011571             0.0268761             0.00946527             0.0253223          -6.15053e+16         -3.75743e+16    28.0299     28.2907    1054.69     1074.38  0.00439592    0.00779918                 0.011571                    0.0268761            3.72931             5.68224                    0.682846                     0.730027                   0.880246                    1.17444                       0.579582                       0.515624                            1.79978                                 1.58376                     0.341423                    0.365014             -0.0471273                -0.0518506                       0.0170436                       -0.0726125
E10_SPEC_MOM                 0.0530195            0.000170803           0.0499513              0                  -1.67598e+16         -5.8658e+16     27.9996     28.169     1051.31     1065.09  0.00779546    0.000519902                0.0530195                   0.000170803          2.48169             4.50695                    0.558215                     0.651235                   0.578788                    0.84373                       0.404974                       0.480527                            1.26652                                 2.34821                     0.279108                    0.325617             -0.0246098                -0.0821933                       0.0471026                       -0.014278
E10_SPEC_EDGE                0.0217541            0.0223243             0.0193772              0.018957           -1.32582e+16         -4.01117e+16    28.0194     28.2577    1053.86     1071.6   0.00567319    0.00482858                 0.0217541                   0.0223243            6.73307             4.76102                    0.441586                     0.389664                   0.771778                    0.544488                      0.266677                       0.238479                           15.0978                                  1.10581                     0.220793                    0.194832              0.0164714                 0.00135398                     -0.0771433                       -0.080638
E10_SPEC_ENT                 0.0144055            0.0175172             0.0108955              0.014256         -inf                   -3.66852e+16    28.0593     28.2525    1056.72     1071.23  0.00379908    0.00434623                 0.0144055                   0.0175172            4.98051             4.77286                    0.445548                     0.407288                   0.526574                    0.56496                       0.322505                       0.23261                             2.23214                                 5.85109                     0.222774                    0.203644             -0.0164828                 0.00782078                     -0.0612587                       -0.0356663
E10_SLOPE                    0.012075             0.0174724             0.00874919             0.0143089          -1.97573e+16         -2.27846e+16    28.0729     28.2515    1057.75     1071.16  0.00357325    0.0044072                  0.012075                    0.0174724            5.01532             4.76219                    0.438701                     0.442679                   0.557049                    0.582438                      0.315435                       0.309337                            1.2747                                  1.40144                     0.219351                    0.22134              -0.00723642               -0.0118156                      -0.105721                        -0.0504769
E10_INTERCEPT                0.0102894            0.0780364             0.00747737             0.0756082          -1.7307e+16          -3.65666e+16    28.098      28.4395    1056.95     1081.02  0.00358718    0.0106312                  0.0102894                   0.0780364            4.10905             4.73767                    0.480365                     0.507463                   0.660017                    0.712054                      0.329678                       0.345115                            1.51984                                 1.23539                     0.240182                    0.253732              0.0104268                 0.00520954                     -0.0378582                       -0.113332
E10_MEAN_FREQ                0.0554347            0.0229439             0.0536772              0.0210749          -2.88019e+16       -inf              27.882      28.259     1043.57     1071.89  0.0105322     0.00657042                 0.0554347                   0.0229439            2.83802             3.11859                    0.799414                     0.814974                   1.00791                     0.980321                      0.702789                       0.698907                            1.15088                                 1.31123                     0.399707                    0.407487             -0.136733                 -0.229949                        0.0550587                        0.00174274
E10_OCC_BAND                 0.0240668            0.0493472             0.0221538              0.0474734          -9.32094e+16       -inf              27.9668     28.3349    1049.63     1076.71  0.0066515     0.00962354                 0.0240668                   0.0493472            2.86531             2.16381                    0.776124                     0.83154                    0.956693                    0.951393                      0.6277                         0.7463                              1.1833                                  1.79494                     0.388062                    0.41577              -0.129751                 -0.25752                         0.0359495                       -0.000346699
E10_POWER_BAND               0.0420772            0.0292498             0.0382503              0.0259867          -1.66185e+16         -1.98494e+16    28.0326     28.2672    1054.71     1072.23  0.00621821    0.00561456                 0.0420772                   0.0292498            2.0713              2.84833                    0.553507                     0.550932                   0.469402                    0.557888                      0.483883                       0.44454                             2.90624                                 1.5687                      0.276753                    0.275466             -0.0318073                -0.0335228                       0.00720449                       0.0243838
E10_WLT_ENT                  0.00564371           0.0417632             0.00391691             0.0394213          -2.03022e+16       -inf              28.0655     28.3       1057.45     1074.88  0.00339024    0.00791931                 0.00564371                  0.0417632            2.41818             2.06225                    0.873423                     0.705914                   1.07987                     0.767335                      0.8483                         0.662462                            2.48156                                 1.67908                     0.436711                    0.352957             -0.250908                 -0.0997923                      -0.015619                         0.0347528
E10_KURT                     0.00939524           0.00679499            0.00750399             0.00492584         -4.82923e+16         -3.00313e+16    28.0269     28.2212    1054.51     1069.08  0.00417973    0.00357553                 0.00939524                  0.00679499           2.57784             2.16999                    0.804228                     0.833535                   0.982246                    0.996465                      0.659112                       0.770051                            1.4424                                  2.18607                     0.402114                    0.416767             -0.169177                 -0.232411                        0.00227998                      -0.000795301
E10_SKEW                     0.0258813            0.0161605             0.0241603              0.0143588          -2.53974e+16         -1.6862e+16     27.9639     28.2572    1049.86     1071.8   0.00727235    0.0056164                  0.0258813                   0.0161605            3.3228              3.69699                    0.845902                     0.795625                   1.06147                     1.02404                       0.700474                       0.651243                            1.14416                                 1.18182                     0.422951                    0.397813             -0.243853                 -0.152698                        0.00720553                      -0.000517543
E10_VAR                      0.0547035            0.000701591           0.0525553              0                  -3.33315e+16         -1.38323e+17    27.9629     28.1764    1047.91     1065.68  0.00946332    0.00109899                 0.0547035                   0.000701591          2.14082             2.48129                    0.740107                     0.767849                   0.825222                    0.917343                      0.647368                       0.656392                            1.50481                                 8.69902                     0.370053                    0.383925             -0.133734                 -0.112009                        0.0339298                       -0.0065817
E10_STD                      0.0316655            0.0173185             0.0289437              0.0141256          -2.65632e+16       -inf              28.0075     28.2524    1052.92     1071.22  0.00639632    0.00436746                 0.0316655                   0.0173185            4.15322             2.81632                    0.589821                     0.549849                   0.667159                    0.577153                      0.497274                       0.46881                             0.951584                                1.32597                     0.294911                    0.274924             -0.0174173                -0.00218962                     -0.0165764                       -0.00589501
E10_LOG_ENE_ENT              0.012961             0.0121004             0.00955623             0.00898319         -2.58265e+16         -1.5449e+16     28.0573     28.2444    1056.58     1070.63  0.00365885    0.00369475                 0.012961                    0.0121004            2.69904             2.84131                    0.573464                     0.557434                   0.543645                    0.594312                      0.459361                       0.440805                            1.25225                                 2.20532                     0.286732                    0.278717             -0.0662266                -0.0137074                      -0.00743778                      -0.0238837
E10_BETA_ALPHA_RATIO         0.0293294            0.0144014             0.0259735              0.0113891          -1.514e+16           -3.12679e+16    28.0269     28.2473    1054.31     1070.86  0.00554393    0.00410036                 0.0293294                   0.0144014            2.13417             2.70512                    0.588307                     0.607501                   0.542419                    0.613576                      0.454752                       0.511844                            1.20645                                 1.90311                     0.294153                    0.303751             -0.0471142                -0.0423451                      -0.0336718                       -0.0198813
E10_BP_THETA                 0.0232935            0.0610364             0.0205443              0.0583986          -5.64097e+16         -4.36646e+16    28.0377     28.3933    1053.72     1078.92  0.00545862    0.00902073                 0.0232935                   0.0610364            3.12462             2.76857                    0.626273                     0.605968                   0.666233                    0.667535                      0.533163                       0.50165                             1.2493                                  1.13033                     0.313137                    0.302984             -0.057881                  0.00368418                     -0.00341802                      -0.0335825
E11_BP_15.5_18.5             0.0113816            0.000252834           0.00847847             0                  -4.96635e+16         -8.06938e+16    28.2119     28.0946    1068.19     1057.87  0.0037131     0.000793816                0.0113816                   0.000252834          3.96073             4.89582                    0.551375                     0.895881                   0.6386                      1.32869                       0.432206                       0.833385                            1.63392                                 3.15794                     0.275688                    0.44794              -0.0435639                -0.0321206                      -0.0232018                       -0.0624327
E11_BP_8_10.5                0.000217227          0.00796788            0                      0.00552338         -2.82119e+16         -5.69779e+16    28.1017     28.2582    1060.12     1066.61  0.000644458   0.00338568                 0.000217227                 0.00796788           5.84792             3.878                      0.62643                      0.632581                   1.01932                     0.761035                      0.511023                       0.53593                             0.997151                                1.55446                     0.313215                    0.316291             -0.00537602               -0.0208684                      -0.0401355                       -0.0592403
E11_BP_10_15.5               9.40714e-05          0.0080417             0                      0.0059224          -6.03932e+16         -3.08614e+16    28.1119     28.0239    1060.79     1054.23  0.000381881   0.00365297                 9.40714e-05                 0.0080417            3.29806             3.33305                    0.6705                       0.68526                    0.826586                    0.877747                      0.51588                        0.490663                            0.98391                                 1.03889                     0.33525                     0.34263              -0.000380625              -0.00360371                     -0.145129                        -0.0801538
E11_BP_17.5_20.5             0.00116758           0.00127517            0                      0                  -3.38534e+16         -1.00095e+17    28.0676     28.0749    1057.43     1058.03  0.00171942    0.00143634                 0.00116758                  0.00127517           6.06953             3.28128                    0.751696                     0.69455                    1.34866                     0.861635                      0.570152                       0.573646                            1.18866                                 1.18522                     0.375848                    0.347275             -0.0045657                -0.0125032                      -0.120847                        -0.0706122
E11_BP_12.5_30               0.0105289            0.0003342             0.00822562             0                -inf                   -2.26414e+16    28.2269     28.1107    1067.61     1060.84  0.00400951    0.000849852                0.0105289                   0.0003342            3.81858             4.50011                    0.654949                     0.754111                   0.805629                    1.15204                       0.545359                       0.592346                            1.08485                                 1.47552                     0.327474                    0.377056             -0.00305099               -0.00646169                     -0.0811763                       -0.0592134
E11_RTP                      0.00933918           0.00231628            0.0038216              0.000789012        -6.34998e+15         -2.23084e+16    28.2457     28.042     1066.87     1055.74  0.00243977    0.00230944                 0.00933918                  0.00231628           2.82308             4.73591                    0.422994                     0.74302                    0.336702                    1.22503                       0.366929                       0.571601                            1.30589                                 1.2487                      0.211497                    0.37151              -0.0394613                 0.00200885                     -0.0415587                       -0.0830196
E11_SPEC_MOM                 0.00379677           0.00381597            0.00128943             0.00211381         -1.63887e+16         -6.02979e+16    28.1805     28.1615    1065.32     1064.63  0.00230765    0.00280784                 0.00379677                  0.00381597           3.80859             5.93574                    0.614085                     0.669442                   0.745084                    1.09751                       0.48761                        0.561265                            1.44654                                 1.13885                     0.307042                    0.334721             -0.0189714                -0.0362946                      -0.0737459                       -0.0331596
E11_SPEC_EDGE                4.50793e-05          0.00168093            0                      0.000210416        -4.11579e+16         -1.3115e+16     28.1197     28.143     1060.39     1063.33  0.00023399    0.00200498                 4.50793e-05                 0.00168093           3.18222             6.03                       0.628299                     0.728027                   0.647634                    1.27312                       0.58724                        0.537394                            1.0084                                  0.986922                    0.314149                    0.364014             -0.0337021                 0.00812157                     -0.0489607                       -0.0893764
E11_SPEC_ENT                 0.00117105           0.00257438            0                      0.000947437        -2.60018e+16         -4.781e+16      28.1655     28.0374    1064.29     1055.36  0.00113482    0.00235895                 0.00117105                  0.00257438           2.50874             4.28164                    0.577356                     0.796196                   0.585736                    1.14968                       0.460369                       0.664922                            1.09402                                 1.99853                     0.288678                    0.398098             -0.0344273                -0.026931                       -0.0393425                       -0.0479393
E11_SLOPE                    0.00159569           0.000257007           0                      0                  -3.40899e+16         -4.51648e+16    28.1186     28.1006    1059.67     1060.24  0.00125481    0.000838502                0.00159569                  0.000257007          2.56475             4.17488                    0.567712                     0.877502                   0.525343                    1.45842                       0.488063                       0.719076                            2.04044                                 1.2474                      0.283856                    0.438751             -0.0378615                 0.0022859                      -0.0477571                       -0.0822835
E11_INTERCEPT                6.41966e-09          0.0232724             0                      0.0204542          -1.21119e+17       -inf              28.1246     28.2277    1060.96     1069.38  3.33856e-06   0.00538898                 6.41966e-09                 0.0232724            3.31989             3.1747                     0.672348                     0.588206                   0.925844                    0.649944                      0.505018                       0.41641                             1.04656                                 1.31758                     0.336174                    0.294103             -0.00370296                0.0115162                      -0.0602855                       -0.0340684
E11_MEAN_FREQ                0.0054454            0.0123809             0.00253048             0.0106087          -2.41027e+16         -9.69659e+15    28.0423     28.2188    1055.48     1068.91  0.00256313    0.00495666                 0.0054454                   0.0123809            2.51416             7.17643                    0.535187                     0.538269                   0.63984                     1.04507                       0.302397                       0.313392                            1.48362                                 1.36628                     0.267593                    0.269134              0.0203662                -0.0435537                      -0.0549803                       -0.160494
E11_OCC_BAND                 0.0201476            0.00552406            0.0189429              0.00231444         -7.65393e+16       -inf              28.2678     28.0754    1072.82     1056.08  0.00766922    0.0024602                  0.0201476                   0.00552406           5.71735             2.11353                    0.849757                     0.559434                   1.52535                     0.581044                      0.580047                       0.336804                            1.34202                                 1.12333                     0.424878                    0.279717             -0.0429143                -0.000499443                    -0.0872374                       -0.0219951
E11_POWER_BAND               0.00750129           0.000504835           0.00326124             0                  -2.16971e+16         -6.22174e+16    28.1893     28.1508    1066.4      1061.96  0.00249432    0.000808022                0.00750129                  0.000504835          3.77458             4.73243                    0.421551                     0.518064                   0.438964                    0.6893                        0.273284                       0.342701                            1.68352                                 1.0121                      0.210775                    0.259032             -0.0396338                -0.000812935                    -0.0289583                       -0.0871459
E11_WLT_ENT                  0.00890636           0.0040663             0.0042433              0.0013633          -2.53139e+16         -9.23765e+16    28.2006     28.2012    1067.24     1065     0.00259169    0.0023001                  0.00890636                  0.0040663            2.49182             4.23952                    0.421561                     0.512792                   0.398578                    0.690961                      0.216478                       0.361491                            0.859432                                2.36898                     0.21078                     0.256396             -0.00991034               -0.0171503                      -0.0184809                       -0.0422335
E11_KURT                     0.0043713            0.00921522            0                      0.00667904         -1.4858e+16          -1.00452e+17    28.1833     28.2062    1065.92     1066.95  0.00172596    0.00357463                 0.0043713                   0.00921522           2.33171             4.76279                    0.412393                     0.55762                    0.361808                    0.732601                      0.253631                       0.378576                            1.15934                                 0.925387                    0.206197                    0.27881              -0.0286873                 0.0144016                      -0.00138875                      -0.0704338
E11_SKEW                     0.0131523            0.00842927            0.00652269             0.00683398         -2.31831e+16         -4.68674e+16    28.1958     28.2071    1066.82     1068.09  0.00264135    0.00431067                 0.0131523                   0.00842927           2.12802             7.22394                    0.32173                      0.520333                   0.279147                    1.16561                       0.117492                       0.280035                            2.57425                                 1.07189                     0.160865                    0.260167             -0.0244614                -0.0874659                      -0.0208344                       -0.230119
E11_VAR                      0.00562636           0.00517901            0.000852391            0.0026789          -9.44057e+15         -1.56565e+16    28.1946     28.1951    1066.45     1066.12  0.00203584    0.00269906                 0.00562636                  0.00517901           2.09401             4.80225                    0.419246                     0.521466                   0.390606                    0.7462                        0.247456                       0.352347                            1.4928                                  0.93271                     0.209623                    0.260733             -0.0271392                -0.000792489                    -0.0117619                       -0.0714253
E11_STD                      0.0132008            0.000236186           0.00936952             0                  -3.92344e+16         -2.97726e+16    28.2158     28.1418    1068.42     1062.04  0.00348093    0.000509325                0.0132008                   0.000236186          3.7123              4.11596                    0.43559                      0.495814                   0.483003                    0.58555                       0.301074                       0.349134                            1.2531                                  1.03131                     0.217795                    0.247907             -0.0443556                -0.033922                       -0.0273884                       -0.0558632
E11_LOG_ENE_ENT              0.00868799           0.00169107            0.00542232             0                  -2.60623e+16         -1.75136e+16    28.1991     28.157     1067.21     1063.48  0.00305874    0.00140551                 0.00868799                  0.00169107           3.68466             4.19014                    0.434024                     0.534709                   0.569255                    0.621878                      0.18075                        0.355566                            0.943187                                0.95814                     0.217012                    0.267355             -0.0225738                -0.00680298                     -0.022731                        -0.0598322
E11_BETA_ALPHA_RATIO         0.00547745           0.0115646             0.000145616            0.00849185         -4.84917e+16         -2.96295e+16    28.1778     28.2039    1065.48     1067.57  0.00190073    0.00363807                 0.00547745                  0.0115646            2.10286             3.85608                    0.403774                     0.49343                    0.34979                     0.603241                      0.25529                        0.30004                             6.82764                                 1.04464                     0.201887                    0.246715             -0.0562991                -0.00969705                     -0.0187374                       -0.0486155
E11_BP_THETA                 0.00927064           0.0361533             0.00575854             0.0336795          -9.26138e+16         -3.0974e+16     28.1803     28.3411    1065.76     1073.38  0.00304678    0.00716892                 0.00927064                  0.0361533            2.66905             4.5625                     0.51411                      0.515821                   0.529002                    0.730631                      0.345293                       0.305241                            1.02046                                 0.924814                    0.257055                    0.25791              -0.0137432                 0.020386                       -0.0871731                       -0.0400726
